"idCamion","descanso"
A104403D,"9/6/2022"
A104715A,"9/4/2022"
A104715B,"9/4/2022"
A104715C,"9/4/2022"
A104715D,"9/6/2022"
A104715E,"9/5/2022"
A104877A,"9/6/2022"
A104877C,"9/4/2022"
A104887A,"9/4/2022"
A104967A,"9/4/2022"
A104967B,"9/5/2022"
A104967C,"9/5/2022"
A105422A,"9/4/2022"
A106022A,"9/5/2022"
A106058D,"9/5/2022"
A106058E,"9/4/2022"
A106626A,"9/5/2022"
A106626B,"9/6/2022"
A107070A,"9/5/2022"
A108122A,"9/6/2022"
A109742A,"9/4/2022"
A109742B,"9/5/2022"
A110372A,"9/4/2022"
A110372B,"9/6/2022"
A110385A,"9/5/2022"
A111002A,"9/4/2022"
A112522A,"9/6/2022"
A113290A,"9/4/2022"
A113734C,"9/5/2022"
A114833A,"9/5/2022"
A115178B,"9/5/2022"
A115178C,"9/5/2022"
A115178D,"9/5/2022"
A115901A,"9/4/2022"
A116776A,"9/5/2022"
A118173B,"9/4/2022"
A119269A,"9/6/2022"
A120540A,"9/4/2022"
A120540B,"9/5/2022"
A121152A,"9/4/2022"
A121152B,"9/4/2022"
A121152D,"9/5/2022"
A121485A,"9/6/2022"
A121837A,"9/5/2022"
A121837B,"9/4/2022"
A121944A,"9/6/2022"
A122190B,"9/6/2022"
A123070A,"9/6/2022"
A123070B,"9/6/2022"
A124517A,"9/6/2022"
A125695A,"9/5/2022"
A125695B,"9/6/2022"
A125695C,"9/6/2022"
A125990A,"9/4/2022"
A126065A,"9/5/2022"
A127343A,"9/5/2022"
A127796A,"9/6/2022"
A127810A,"9/4/2022"
A127898A,"9/6/2022"
A127958B,"9/6/2022"
A128208A,"9/5/2022"
A129527A,"9/6/2022"
A129527B,"9/5/2022"
A129757A,"9/6/2022"
A129921A,"9/5/2022"
A130458A,"9/6/2022"
A130974A,"9/4/2022"
A139955A,"9/5/2022"
A140758A,"9/4/2022"
AA9001A,"9/5/2022"
AA9001B,"9/4/2022"
AA9001C,"9/5/2022"
AA9001D,"9/5/2022"
AA9001E,"9/5/2022"
AA9001F,"9/6/2022"
AA9001G,"9/6/2022"
AA9001H,"9/6/2022"
