"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad","startSlot","endSlot","lastDate"
"2204AP003-010",-6.77369,43.52491,-7.51523,43.56247,M2,0,"08:00","12:00","2022-08-05"
"2208AR187-002",-8.02311,43.70673,-8.54816,42.487,M1,0,"08:00","12:00","2022-08-13"
"2117AR145-012",-8.48838,42.28078,-8.0093,43.62614,M2,0,"08:00","12:00","2022-08-29"
"1907AR341-002",-7.69153,43.54657,-8.5897,42.67959,M2,0,"08:00","12:00","2022-08-14"
"2012AR117-007",-8.76932,43.1422,-8.96501,43.08756,M2,0,"08:00","12:00","2022-08-30"
"2107AR164-017",-7.7129,43.50274,-7.96707,43.38958,M3,0,"08:00","12:00","2022-08-23"
"2204AR021-004",-7.06783,43.421,-8.07954,42.94437,M0,0,"08:00","12:00","2022-08-25"
"2003AR010-001",-6.0372,43.4865,-8.22614,42.24298,M3,0,"08:00","12:00","2022-09-03"
"2104AR035-005",-7.01736,43.49684,-8.52901,42.40479,M3,0,"08:00","12:00","2022-08-06"
"2203AP001-003",-6.48444,43.48364,-7.68066,43.72286,M2,0,"08:00","12:00","2022-09-06"
"2002AP004-001",-5.99209,43.34842,-8.64805,42.89898,M2,0,"08:00","12:00","2022-08-13"
"1707AR187-001",-7.62696,43.66608,-8.69542,42.79543,M2,0,"08:00","12:00","2022-08-28"
"2104AR038-003",-7.06543,43.39245,-8.54666,42.48625,M3,0,"08:00","12:00","2022-08-26"
"1907AR341-001",-7.69223,43.54698,-8.5896,42.67962,M2,0,"08:00","12:00","2022-08-02"
"2110AR040-001",-8.43751,43.31068,-7.09001,43.42261,M3,0,"08:00","12:00","2022-08-02"
"2108AR132-003",-7.78508,43.68301,-8.30987,43.48849,M3,0,"08:00","12:00","2022-08-19"
"2106AR065-023",-7.3798,43.61128,-8.46093,43.26435,M3,0,"08:00","12:00","2022-08-04"
"2104AR049-008",-7.08783,43.40559,-8.81099,43.07884,M3,0,"08:00","12:00","2022-08-24"
"2104AR046-001",-7.01162,43.46073,-8.53886,42.91593,M3,0,"08:00","12:00","2022-08-27"
"2205AR020-002",-7.13951,43.47026,-7.14071,43.48578,M2,0,"08:00","12:00","2022-08-10"
"1905AR164-007",-7.05243,43.50737,-8.51523,42.70718,M2,0,"08:00","12:00","2022-08-30"
"1905AR021-004",-7.0558,43.50323,-8.40524,42.30797,M2,0,"08:00","12:00","2022-08-26"
"2105AP003-003",-7.19944,43.3637,-7.74749,43.23986,M1,0,"08:00","12:00","2022-08-18"
"1908AR072-001",-8.16297,43.53576,-8.1083,42.47572,M3,0,"08:00","12:00","2022-08-16"
"2107AR100-009",-7.68568,43.54744,-8.62419,43.26853,M3,0,"08:00","12:00","2022-08-04"
"2021AR117-002",-7.22183,43.23306,-8.3061,42.17682,M3,0,"08:00","12:00","2022-08-14"
"1808AR366-005",-7.72173,43.63054,-7.84815,42.84215,M2,0,"08:00","12:00","2022-08-08"
"2002AP005-002",-5.9743,43.35517,-8.64821,42.89897,M2,0,"08:00","12:00","2022-08-20"
"2012AR069-003",-8.86752,43.18338,-8.49224,42.08395,M3,0,"08:00","12:00","2022-09-05"
"2106AR065-002",-7.31728,43.60077,-8.85163,43.17414,M3,0,"08:00","12:00","2022-08-12"
"2204AP003-009",-6.75616,43.5309,-7.51431,43.56229,M2,0,"08:00","12:00","2022-09-09"
"2204AP003-008",-6.75644,43.52862,-7.50301,43.5591,M2,0,"08:00","12:00","2022-08-18"
"2111AR100-003",-8.54627,43.23086,-6.12231,43.53678,M3,0,"08:00","12:00","2022-08-16"
"2104AR050-012",-7.08419,43.40568,-7.91662,43.65465,M2,0,"08:00","12:00","2022-09-02"
"2104AR027-001",-6.90756,43.48701,-7.85625,43.6393,M2,0,"08:00","12:00","2022-08-15"
"2204AR020-002",-7.05999,43.3956,-8.03739,42.51058,M0,0,"08:00","12:00","2022-08-09"
"1906AR154-001",-7.37442,43.50259,-8.72167,42.44972,M2,0,"08:00","12:00","2022-08-06"
"2106AR065-016",-7.35487,43.59178,-8.48835,43.27927,M3,0,"08:00","12:00","2022-09-11"
"2200AR012-001",-3.90105,43.10298,-7.84839,42.86126,M1,0,"08:00","12:00","2022-08-01"
"2204AR020-003",-7.06038,43.39608,-8.03683,42.51142,M0,0,"08:00","12:00","2022-08-02"
"2104AR035-010",-7.01563,43.49517,-8.62609,42.40563,M3,0,"08:00","12:00","2022-08-12"
"2008AR104-002",-7.8634,43.69587,-8.48887,42.27623,M3,0,"08:00","12:00","2022-08-05"
"2204AP003-002",-6.76309,43.5319,-7.59163,43.58433,M2,0,"08:00","12:00","2022-08-04"
"2108AR161-002",-8.00085,43.51321,-8.01575,43.62663,M3,0,"08:00","12:00","2022-08-27"
"2212AP008-009",-8.93715,43.24759,-8.08221,42.94395,M1,0,"08:00","12:00","2022-09-04"
"2005AR124-002",-7.05304,43.50674,-8.68959,42.80885,M2,0,"08:00","12:00","2022-08-15"
"2110AR032-001",-8.27376,43.32893,-7.77859,43.6556,M2,0,"08:00","12:00","2022-08-01"
"2104AR050-004",-7.09788,43.40965,-8.7573,43.00761,M3,0,"08:00","12:00","2022-08-30"
"1907AR340-006",-7.69228,43.54989,-8.58942,42.6797,M2,0,"08:00","12:00","2022-08-14"
"2114AP012-001",-8.91095,42.88708,-7.70404,43.35752,M1,0,"08:00","12:00","2022-09-09"
"2107AR164-031",-7.7075,43.50476,-7.81969,43.64573,M3,0,"08:00","12:00","2022-08-27"
"2208AR180-007",-8.02315,43.70409,-8.59033,42.49001,M1,0,"08:00","12:00","2022-08-10"
"2109AR032-011",-8.01181,43.22518,-7.09887,43.42198,M3,0,"08:00","12:00","2022-08-21"
"1405AR136-002",-7.37449,43.46965,-7.39636,43.22768,M3,0,"08:00","12:00","2022-08-24"
"2010AR086-003",-8.21457,43.20142,-8.3264,42.16044,M3,0,"08:00","12:00","2022-08-29"
"2204AP003-003",-6.76476,43.52781,-7.59105,43.58335,M2,0,"08:00","12:00","2022-08-14"
"1803AR007-012",-6.08522,43.44158,-7.1621,42.94496,M2,0,"08:00","12:00","2022-08-21"
"2208AR180-004",-8.02476,43.70535,-8.58588,42.4734,M1,0,"08:00","12:00","2022-09-09"
"2202AR010-004",-5.80731,43.57492,-7.66291,43.7139,M2,0,"08:00","12:00","2022-08-19"
"2003AR044-001",-6.46128,43.52343,-8.69521,42.80116,M2,0,"08:00","12:00","2022-08-07"
"2107AR100-019",-7.68851,43.54467,-7.82579,43.64451,M2,0,"08:00","12:00","2022-09-14"
"1907AR441-025",-7.68834,43.54591,-8.58991,42.6779,M2,0,"08:00","12:00","2022-08-18"
"2117AR145-007",-8.47661,42.27944,-8.12882,43.5228,M2,0,"08:00","12:00","2022-08-02"
"2102AR071-002",-5.86535,43.53838,-7.8171,43.44514,M2,0,"08:00","12:00","2022-08-23"
"2103AR040-001",-6.09654,43.47341,-8.42303,42.33993,M3,0,"08:00","12:00","2022-08-30"
"2103AR056-001",-6.11506,43.45793,-8.42177,42.33708,M3,0,"08:00","12:00","2022-09-10"
"2103AR060-001",-6.11397,43.45883,-8.42017,42.3407,M3,0,"08:00","12:00","2022-08-18"
"2021AR022-003",-7.24257,43.23851,-8.31212,42.17648,M3,0,"08:00","12:00","2022-08-06"
"1908AR107-001",-7.88754,43.57217,-8.59082,42.67689,M2,0,"08:00","12:00","2022-08-26"
"2007AR177-003",-7.55882,43.69929,-8.57487,42.77941,M2,0,"08:00","12:00","2022-09-07"
"2021AR079-001",-7.13087,43.07985,-8.19355,43.15643,M2,0,"08:00","12:00","2022-08-07"
"1905AR211-004",-7.21709,43.33505,-8.45441,42.61883,M2,0,"08:00","12:00","2022-08-27"
"2107AR100-008",-7.68484,43.54761,-8.67373,43.10857,M3,0,"08:00","12:00","2022-08-14"
"2204AR004-007",-7.09313,43.40646,-7.42618,43.50637,M2,0,"08:00","12:00","2022-08-15"
"2104AR049-005",-7.08546,43.40796,-8.58891,42.97613,M3,0,"08:00","12:00","2022-08-26"
"2014AR096-004",-8.72122,42.73007,-8.74051,42.11094,M3,0,"08:00","12:00","2022-08-04"
"2202AR007-004",-5.89138,43.51527,-8.05142,42.48214,M1,0,"08:00","12:00","2022-08-12"
"2121AP012-001",-7.43921,43.33922,-7.73295,43.35847,M1,0,"08:00","12:00","2022-09-01"
"2110AR052-001",-8.2528,43.1729,-8.04148,42.50854,M0,0,"08:00","12:00","2022-09-10"
"2210AR049-003",-8.26007,43.20705,-8.57533,42.50387,M1,0,"08:00","12:00","2022-09-11"
"2103AR033-001",-6.08613,43.48093,-8.48248,42.39855,M3,0,"08:00","12:00","2022-09-14"
"2111AR119-001",-8.51066,43.22259,-5.56532,43.49093,M3,0,"08:00","12:00","2022-09-05"
"2202AR007-001",-5.89114,43.51419,-8.04507,42.47863,M1,0,"08:00","12:00","2022-08-06"
"2104AR050-007",-7.08185,43.40816,-7.91677,43.65496,M2,0,"08:00","12:00","2022-08-13"
"2001AP001-005",-4.94599,43.43598,-8.90017,42.70495,M2,0,"08:00","12:00","2022-08-01"
"2207AP007-002",-7.69939,43.58717,-8.68906,42.24089,M1,0,"08:00","12:00","2022-08-08"
"2107AR164-101",-7.69535,43.51483,-7.9435,43.63562,M3,0,"08:00","12:00","2022-09-08"
"2102AR027-003",-5.58921,43.46021,-8.1219,43.28011,M2,0,"08:00","12:00","2022-08-06"
"2103AR032-001",-6.09855,43.47449,-8.69666,42.32243,M3,0,"08:00","12:00","2022-09-05"
"2121AP008-001",-7.46762,43.34131,-7.71329,43.36191,M1,0,"08:00","12:00","2022-08-03"
"2109AR025-001",-8.01305,43.22502,-7.08861,43.43419,M3,0,"08:00","12:00","2022-09-14"
"2208AR187-003",-8.02351,43.70768,-8.54767,42.48722,M1,0,"08:00","12:00","2022-08-31"
"2201AP002-001",-5.48995,43.39954,-7.81969,43.64573,M2,0,"08:00","12:00","2022-08-12"
"2102AR074-015",-5.83814,43.45167,-7.83503,43.55998,M2,0,"08:00","12:00","2022-09-02"
"2102AR074-014",-5.83771,43.45136,-7.83363,43.56189,M2,0,"08:00","12:00","2022-08-05"
"1902AR006-007",-5.99472,43.48971,-8.05509,42.4987,M3,0,"08:00","12:00","2022-09-10"
"2104AR050-011",-7.08422,43.40536,-8.75215,43.15605,M3,0,"08:00","12:00","2022-08-25"
"2212AR061-007",-8.72196,43.00641,-8.75228,43.15637,M1,0,"08:00","12:00","2022-09-14"
"1901AR032-005",-5.2521,43.3922,-8.48968,42.28236,M2,0,"08:00","12:00","2022-08-11"
"1903AR141-001",-6.02492,43.46728,-8.47591,42.27384,M2,0,"08:00","12:00","2022-09-11"
"2200AZ032-001",-3.56194,43.43633,-7.82024,43.64746,M2,0,"08:00","12:00","2022-09-07"
"2117AR145-003",-8.47998,42.28241,-7.79657,43.6337,M2,0,"08:00","12:00","2022-09-10"
"2118AP002-005",-8.12276,42.48642,-7.7067,43.36206,M1,0,"08:00","12:00","2022-08-24"
"2103AR031-001",-6.067,43.47788,-8.41513,42.33039,M3,0,"08:00","12:00","2022-09-14"
"2108AR235-001",-8.01343,43.62697,-7.13967,43.47024,M3,0,"08:00","12:00","2022-08-31"
"2108AR234-001",-7.91435,43.68409,-7.13888,43.46885,M3,0,"08:00","12:00","2022-08-12"
"2211AZ086-001",-8.58304,43.17385,-8.57136,42.98528,M1,0,"08:00","12:00","2022-09-11"
"1902AR067-005",-5.9958,43.32899,-8.53359,42.08988,M2,0,"08:00","12:00","2022-08-06"
"1905AR211-001",-7.20632,43.34395,-8.88322,42.48588,M2,0,"08:00","12:00","2022-08-30"
"2117AP011-009",-8.50757,42.26555,-7.78906,43.63377,M2,0,"08:00","12:00","2022-09-10"
"2204AR010-001",-7.07535,43.39632,-7.09829,43.45818,M2,0,"08:00","12:00","2022-09-11"
"2114AR036-001",-8.95478,42.81183,-8.15479,43.49104,M2,0,"08:00","12:00","2022-08-04"
"2113AP007-002",-8.59827,42.79114,-8.01202,43.62061,M2,0,"08:00","12:00","2022-08-02"
"2014AR077-001",-8.83179,42.8391,-8.72237,42.10072,M3,0,"08:00","12:00","2022-09-13"
"2014AR096-001",-8.71134,42.73212,-8.24336,42.16601,M3,0,"08:00","12:00","2022-08-15"
"2212AR063-006",-8.73923,43.00053,-8.81941,43.1605,M1,0,"08:00","12:00","2022-08-06"
"2212AR063-004",-8.7385,43.01977,-8.80316,43.14686,M1,0,"08:00","12:00","2022-08-12"
"2104AR042-003",-7.09644,43.40991,-8.77322,42.84123,M3,0,"08:00","12:00","2022-08-28"
"2111AR038-003",-8.39236,43.29941,-7.09007,43.41828,M3,0,"08:00","12:00","2022-08-13"
"2109AR032-006",-8.0103,43.2296,-7.08229,43.45013,M3,0,"08:00","12:00","2022-09-13"
"2108AR253-001",-7.80144,43.64829,-7.06995,43.41517,M3,0,"08:00","12:00","2022-09-12"
"2110AR013-001",-8.18515,43.208,-7.09562,43.40887,M3,0,"08:00","12:00","2022-09-04"
"2021AR116-001",-7.22144,43.23307,-8.84452,42.1006,M3,0,"08:00","12:00","2022-08-27"
"2014AR053-007",-8.72066,42.75457,-8.72194,42.10072,M3,0,"08:00","12:00","2022-09-07"
"2212AR063-005",-8.75184,43.00773,-8.80342,43.14712,M1,0,"08:00","12:00","2022-08-18"
"2115AR019-002",-8.6078,42.4187,-8.27706,42.22023,M3,0,"08:00","12:00","2022-08-30"
"2204AR020-012",-7.06537,43.42415,-7.13612,43.47884,M2,0,"08:00","12:00","2022-08-11"
"2204AR020-013",-7.06043,43.42391,-7.13653,43.47864,M2,0,"08:00","12:00","2022-09-10"
"2104AR035-008",-7.01362,43.49232,-8.75207,42.44376,M3,0,"08:00","12:00","2022-09-02"
"2104AR035-007",-7.02037,43.49176,-8.75215,42.4436,M3,0,"08:00","12:00","2022-09-01"
"2104AR042-007",-7.0793,43.40818,-8.78562,42.707,M3,0,"08:00","12:00","2022-08-23"
"2001AR002-001",-5.25254,43.39133,-8.90361,42.70744,M2,0,"08:00","12:00","2022-09-05"
"2207AP005-005",-7.78524,43.43742,-8.49408,42.08208,M1,0,"08:00","12:00","2022-08-08"
"2207AP005-004",-7.78472,43.4394,-8.49459,42.08256,M1,0,"08:00","12:00","2022-09-04"
"2207AP005-003",-7.78801,43.439,-8.49057,42.08603,M1,0,"08:00","12:00","2022-08-09"
"2104AR042-006",-7.08153,43.40919,-8.78092,42.70982,M3,0,"08:00","12:00","2022-09-14"
"2109AR023-002",-7.98656,43.38695,-7.08851,43.43392,M3,0,"08:00","12:00","2022-08-02"
"2201AP003-003",-5.52019,43.47666,-7.82066,43.64711,M2,0,"08:00","12:00","2022-08-08"
"2200AR034-002",-3.49109,43.20939,-7.92876,42.82228,M1,0,"08:00","12:00","2022-09-06"
"2107AR164-071",-7.70575,43.50705,-8.12651,43.52192,M3,0,"08:00","12:00","2022-08-26"
"2204AR044-002",-7.0142,43.50334,-7.13321,43.48107,M2,0,"08:00","12:00","2022-09-02"
"2014AR053-005",-8.72923,42.75719,-8.60938,42.22056,M3,0,"08:00","12:00","2022-08-31"
"1907AR340-002",-7.69303,43.54837,-8.58905,42.67975,M2,0,"08:00","12:00","2022-08-09"
"2011AR060-001",-8.38724,43.18616,-7.38662,43.08112,M1,0,"08:00","12:00","2022-08-24"
"1908AR183-001",-8.16836,43.54065,-8.04814,42.50467,M3,0,"08:00","12:00","2022-09-12"
"1810AR095-004",-8.20555,43.19625,-8.05509,42.4987,M2,0,"08:00","12:00","2022-08-07"
"1908AR185-001",-8.11402,43.53549,-8.05106,42.50008,M3,0,"08:00","12:00","2022-08-01"
"2108AR060-003",-8.04331,43.63139,-7.9985,43.61647,M3,0,"08:00","12:00","2022-09-05"
"2108AR180-002",-7.96356,43.61639,-7.44907,43.5081,M3,0,"08:00","12:00","2022-09-06"
"2204AR020-004",-7.06062,43.39584,-7.12936,43.47839,M2,0,"08:00","12:00","2022-09-09"
"1907AR309-003",-7.62426,43.64794,-8.59189,42.67878,M2,0,"08:00","12:00","2022-09-12"
"1907AR309-002",-7.62453,43.64795,-8.59006,42.67747,M2,0,"08:00","12:00","2022-09-11"
"1806AR024-008",-7.48735,43.48555,-7.22841,43.10728,M0,0,"08:00","12:00","2022-08-25"
"2212AP008-006",-8.93712,43.24733,-8.32545,42.90927,M1,0,"08:00","12:00","2022-08-28"
"2014AR053-004",-8.72944,42.75733,-8.60931,42.22047,M3,0,"08:00","12:00","2022-08-17"
"2106AR065-004",-7.32936,43.61128,-8.57057,43.08188,M3,0,"08:00","12:00","2022-08-29"
"2204AR044-001",-7.01643,43.50642,-7.13337,43.4807,M2,0,"08:00","12:00","2022-08-15"
"2204AR043-003",-7.02051,43.49222,-7.1436,43.47841,M2,0,"08:00","12:00","2022-08-30"
"2117AP011-001",-8.4987,42.27537,-7.79619,43.6323,M2,0,"08:00","12:00","2022-09-12"
"2105AP002-011",-7.19971,43.37587,-7.42208,43.33952,M1,0,"08:00","12:00","2022-08-16"
"2107AR164-057",-7.70782,43.50654,-8.02336,43.70391,M3,0,"08:00","12:00","2022-09-07"
"2212AR061-002",-8.75121,43.00827,-8.71635,43.01971,M1,0,"08:00","12:00","2022-08-04"
"2212AR061-003",-8.73947,42.99953,-8.9161,43.076,M1,0,"08:00","12:00","2022-08-15"
"2121AP013-004",-7.43339,43.33211,-7.79098,42.81708,M1,0,"08:00","12:00","2022-08-07"
"2102AR050-002",-5.81468,43.57233,-8.07067,43.27648,M2,0,"08:00","12:00","2022-08-07"
"2107AR111-001",-7.61897,43.65204,-8.18312,43.19453,M3,0,"08:00","12:00","2022-08-14"
"2107AR110-005",-7.68823,43.54753,-8.16543,43.19286,M3,0,"08:00","12:00","2022-08-09"
"2107AR164-038",-7.70712,43.50578,-8.01836,43.66275,M3,0,"08:00","12:00","2022-08-22"
"2204AR020-005",-7.06811,43.41612,-7.12953,43.47909,M2,0,"08:00","12:00","2022-08-02"
"2116AP011-002",-8.64561,42.27165,-7.79532,43.62868,M2,0,"08:00","12:00","2022-08-14"
"2012AR069-001",-8.86842,43.18262,-8.49168,42.26718,M3,0,"08:00","12:00","2022-08-06"
"2111AR017-001",-8.40694,43.17014,-7.77764,43.65389,M2,0,"08:00","12:00","2022-08-05"
"2212AR063-003",-8.72395,43.01358,-8.71766,43.13765,M1,0,"08:00","12:00","2022-08-20"
"2115AR117-005",-8.5232,42.57452,-8.4724,42.26276,M3,0,"08:00","12:00","2022-09-12"
"2106AP002-002",-7.34031,43.39723,-7.70041,43.35498,M1,0,"08:00","12:00","2022-09-10"
"2104AR050-006",-7.0794,43.408,-8.88127,43.07938,M3,0,"08:00","12:00","2022-09-02"
"2014AP009-001",-8.69521,42.80116,-8.24922,42.16363,M3,0,"08:00","12:00","2022-08-17"
"2117AP011-006",-8.50192,42.27028,-7.79055,43.62922,M2,0,"08:00","12:00","2022-08-06"
"2211AR062-001",-8.55758,43.10991,-9.03888,42.60009,M1,0,"08:00","12:00","2022-09-04"
"2114AR090-001",-8.84064,42.86485,-8.29386,42.18231,M3,0,"08:00","12:00","2022-08-08"
"2107AR164-049",-7.70901,43.50636,-7.99612,43.56512,M3,0,"08:00","12:00","2022-08-18"
"2002AP001-003",-5.93654,43.33664,-9.04125,42.60064,M2,0,"08:00","12:00","2022-09-02"
"2204AR017-003",-7.08135,43.40928,-7.18079,43.455,M2,0,"08:00","12:00","2022-08-04"
"1803AR007-006",-6.08425,43.44179,-7.26875,42.99283,M2,0,"08:00","12:00","2022-09-05"
"1803AR007-008",-6.08221,43.44156,-7.2723,42.9918,M2,0,"08:00","12:00","2022-08-24"
"2208AR180-001",-8.02472,43.70552,-8.64517,42.4952,M1,0,"08:00","12:00","2022-08-05"
"2108AR060-001",-8.04451,43.63165,-7.99682,43.61583,M3,0,"08:00","12:00","2022-08-05"
"2002AP005-003",-5.97448,43.3548,-8.64827,42.89914,M2,0,"08:00","12:00","2022-08-11"
"2005AR131-004",-7.05387,43.51087,-8.48828,42.27307,M3,0,"08:00","12:00","2022-09-01"
"1902AR067-010",-5.99538,43.32895,-8.37111,42.2746,M2,0,"08:00","12:00","2022-09-12"
"2107AR164-068",-7.70656,43.50694,-8.00158,43.61475,M3,0,"08:00","12:00","2022-09-06"
"1808AR303-001",-7.74993,43.70547,-7.96583,42.78952,M3,0,"08:00","12:00","2022-08-04"
"2204AP003-011",-6.77204,43.52724,-7.42739,43.50107,M2,0,"08:00","12:00","2022-08-04"
"2116AP011-003",-8.63852,42.26454,-7.79512,43.62903,M2,0,"08:00","12:00","2022-08-05"
"2203AP002-008",-6.46585,43.46509,-7.63991,43.60059,M2,0,"08:00","12:00","2022-08-24"
"1901AR032-003",-5.25187,43.39076,-8.5926,42.15119,M2,0,"08:00","12:00","2022-08-31"
"2104AR050-008",-7.0905,43.40818,-8.86062,43.06763,M3,0,"08:00","12:00","2022-08-04"
"2200AZ025-002",-4.13764,43.31385,-8.0005,42.73201,M1,0,"08:00","12:00","2022-08-21"
"2200AZ033-001",-3.54503,43.43611,-8.00041,42.732,M1,0,"08:00","12:00","2022-08-31"
"2209AR030-001",-7.97132,43.39263,-8.57147,42.49772,M1,0,"08:00","12:00","2022-08-08"
"2212AP009-015",-8.93493,43.2462,-8.56275,42.96585,M1,0,"08:00","12:00","2022-08-24"
"2117AR021-001",-8.58596,42.17021,-7.79239,43.63274,M2,0,"08:00","12:00","2022-09-12"
"2200AR037-002",-3.59671,43.43835,-7.98541,42.4606,M1,0,"08:00","12:00","2022-08-07"
"1808AR188-022",-8.01844,43.55452,-7.48678,42.94679,M2,0,"08:00","12:00","2022-08-26"
"2121AP022-002",-7.41537,43.35084,-7.74036,42.95802,M1,0,"08:00","12:00","2022-09-02"
"2121AP022-001",-7.415,43.34919,-7.72846,42.81042,M1,0,"08:00","12:00","2022-09-09"
"2117AP011-004",-8.50452,42.27017,-7.79771,43.62838,M2,0,"08:00","12:00","2022-08-19"
"2104AR035-006",-7.02176,43.49239,-8.51692,42.63082,M3,0,"08:00","12:00","2022-08-25"
"2104AP001-002",-6.76161,43.54886,-7.91759,43.50292,M2,0,"08:00","12:00","2022-08-07"
"2102AR027-008",-5.59046,43.47637,-7.97327,43.3812,M2,0,"08:00","12:00","2022-08-19"
"2121AP012-003",-7.43365,43.33179,-7.75642,42.76874,M1,0,"08:00","12:00","2022-08-23"
"2204AR021-002",-7.06816,43.4184,-8.49914,42.48132,M0,0,"08:00","12:00","2022-08-08"
"2200AZ005-004",-3.95616,43.382,-7.99973,42.7311,M1,0,"08:00","12:00","2022-09-02"
"2014AR082-001",-8.84253,42.86675,-8.1546,43.28335,M2,0,"08:00","12:00","2022-08-24"
"2014AR107-001",-8.88933,42.7772,-8.15353,43.28398,M2,0,"08:00","12:00","2022-08-19"
"2102AR029-002",-5.91187,43.58812,-7.97129,43.38637,M2,0,"08:00","12:00","2022-08-24"
"1908AR260-010",-7.86326,43.69565,-8.59503,42.68134,M2,0,"08:00","12:00","2022-08-01"
"1908AR260-007",-7.86424,43.69652,-8.59441,42.67693,M2,0,"08:00","12:00","2022-08-03"
"1908AR208-009",-7.80216,43.64781,-8.59265,42.67662,M2,0,"08:00","12:00","2022-08-19"
"1912AP008-005",-9.06351,42.99608,-8.5954,42.67887,M2,0,"08:00","12:00","2022-08-04"
"1912AP008-002",-9.06615,42.98975,-8.59477,42.67899,M2,0,"08:00","12:00","2022-09-02"
"1917AR144-011",-8.37281,42.26033,-8.59634,42.68075,M2,0,"08:00","12:00","2022-08-19"
"1917AR144-001",-8.38079,42.24382,-8.59695,42.67806,M2,0,"08:00","12:00","2022-08-25"
"1913AP001-007",-8.57395,42.77429,-8.59683,42.67841,M2,0,"08:00","12:00","2022-08-08"
"1707AR187-005",-7.62202,43.65485,-8.67423,42.79608,M2,0,"08:00","12:00","2022-09-11"
"2201AP003-006",-5.51824,43.48042,-7.82144,43.64876,M2,0,"08:00","12:00","2022-09-02"
"2201AP003-005",-5.51826,43.47971,-7.81969,43.64573,M2,0,"08:00","12:00","2022-08-20"
"2200AZ019-001",-3.39977,43.33234,-7.81745,43.64542,M2,0,"08:00","12:00","2022-08-17"
"1707AR187-013",-7.61524,43.6624,-8.6716,42.79453,M2,0,"08:00","12:00","2022-08-04"
"2116AR049-008",-8.79416,42.29547,-8.54701,42.14471,M3,0,"14:00","18:00","2022-08-31"
"2116AR049-002",-8.78937,42.29172,-8.77778,42.04795,M3,0,"14:00","18:00","2022-08-01"
"2115AR147-005",-8.4864,42.61633,-8.45003,42.26863,M3,0,"14:00","18:00","2022-09-04"
"2115AR117-019",-8.51969,42.57087,-8.23601,42.23639,M3,0,"14:00","18:00","2022-09-04"
"2115AR117-004",-8.52461,42.57366,-8.47204,42.26273,M3,0,"14:00","18:00","2022-08-08"
"2115AR053-004",-8.46228,42.45353,-8.27844,42.18481,M3,0,"14:00","18:00","2022-08-24"
"2115AR052-001",-8.45045,42.46776,-8.27237,42.22884,M3,0,"14:00","18:00","2022-09-07"
"2114AR021-003",-8.8449,42.76842,-7.92732,42.38919,M3,0,"14:00","18:00","2022-08-11"
"2113AR036-007",-8.43713,42.86938,-7.75226,43.0673,M3,0,"14:00","18:00","2022-09-04"
"2112AR082-006",-8.77019,43.14324,-7.07077,42.99771,M3,0,"14:00","18:00","2022-08-16"
"2112AR173-001",-8.80065,43.17896,-7.06713,43.00355,M3,0,"14:00","18:00","2022-08-03"
"2204AR007-004",-7.00707,43.50467,-7.37921,43.62222,M2,0,"14:00","18:00","2022-08-29"
"2204AR007-006",-7.00724,43.49905,-7.37201,43.63357,M2,0,"14:00","18:00","2022-09-14"
"2204AP001-001",-6.7797,43.51286,-7.38839,43.65549,M2,0,"14:00","18:00","2022-09-03"
"2103AR089-002",-6.16618,43.49027,-7.83776,43.56125,M2,0,"14:00","18:00","2022-08-28"
"2103AR026-001",-6.08038,43.48287,-7.83702,43.56371,M2,0,"14:00","18:00","2022-09-03"
"2011AR014-004",-8.42826,43.26858,-8.95047,43.09042,M2,0,"14:00","18:00","2022-09-03"
"2007AR177-008",-7.57489,43.69785,-8.13782,43.05227,M2,0,"14:00","18:00","2022-09-06"
"2210AZ033-004",-8.45333,43.32241,-8.58016,42.50743,M1,0,"14:00","18:00","2022-08-11"
"2209AR038-004",-8.06884,43.27994,-8.56941,42.49282,M1,0,"14:00","18:00","2022-08-30"
"2001AP001-001",-4.94717,43.43583,-8.59571,42.67782,M2,0,"14:00","18:00","2022-08-28"
"2208AR164-005",-7.84984,43.6513,-8.54531,42.40615,M1,0,"14:00","18:00","2022-08-21"
"1905AP004-006",-7.21135,43.34847,-8.36493,42.26969,M2,0,"14:00","18:00","2022-08-01"
"2121AP010-004",-7.46638,43.34159,-7.73993,43.37094,M1,0,"14:00","18:00","2022-08-31"
"2121AP007-001",-7.46525,43.34092,-7.71391,43.36065,M1,0,"14:00","18:00","2022-09-06"
"2121AP007-002",-7.46517,43.34048,-7.71384,43.36057,M1,0,"14:00","18:00","2022-08-19"
"2117AR029-001",-8.60085,42.13609,-7.70455,43.36176,M1,0,"14:00","18:00","2022-09-02"
"1707AR187-002",-7.61923,43.65538,-8.69223,42.79185,M2,0,"14:00","18:00","2022-08-20"
"2115AP012-001",-8.51249,42.55424,-7.89081,43.70623,M2,0,"14:00","18:00","2022-08-31"
"2108AR090-003",-7.95851,43.63447,-7.96232,43.63972,M3,0,"14:00","18:00","2022-08-22"
"2108AR090-002",-8.01002,43.66538,-7.99688,43.61574,M3,0,"14:00","18:00","2022-09-10"
"2108AR182-001",-7.96358,43.61562,-7.39044,43.4277,M3,0,"14:00","18:00","2022-08-01"
"2112AR117-001",-8.59956,42.81827,-7.94033,43.61261,M2,0,"14:00","18:00","2022-08-26"
"2108AR199-003",-8.00622,43.50542,-7.32431,43.57723,M3,0,"14:00","18:00","2022-08-08"
