"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad","replanificacion","camiones","replan_time","lastDate","idCamion","startSlot","endSlot"
"1905AR193-001",-7.2026,43.43642,-7.52034,43.70089,M2,0,1,,2022-08-01 14:00:00.000,"2022-08-07",,"08:00","12:00"
"1905AR204-006",-7.22324,43.43735,-7.41268,43.67945,M2,0,34,,2022-08-18 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2107AR203-001",-7.26094,43.55623,-7.68441,43.09262,M1,0,3,,2022-08-02 14:00:00.000,"2022-08-07",,"08:00","12:00"
"2107AR099-003",-7.55848,43.62742,-6.68226,43.51076,M2,0,6,,2022-08-04 08:00:00.000,"2022-08-08",,"08:00","12:00"
"2107AR093-001",-7.48211,43.67521,-6.67392,43.51314,M2,0,20,,2022-08-11 08:00:00.000,"2022-08-16",,"08:00","12:00"
"1606AR043-002",-7.26217,43.45046,-7.29955,43.49002,M2,0,17,,2022-08-09 14:00:00.000,"2022-08-17",,"08:00","12:00"
"2006AR122-001",-7.3428,43.45841,-8.8176,43.23333,M3,0,36,,2022-08-19 08:00:00.000,"2022-08-28",,"08:00","12:00"
"1904AR009-005",-7.16735,43.40746,-8.43108,43.26824,M2,0,48,,2022-08-25 08:00:00.000,"2022-08-31",,"08:00","12:00"
"2105AR107-004",-7.27109,43.47978,-7.28401,43.36724,M3,0,4,,2022-08-03 08:00:00.000,"2022-08-10",,"08:00","12:00"
"1821AR061-013",-7.19915,43.21205,-8.38819,43.27843,M2,0,12,,2022-08-07 08:00:00.000,"2022-08-10",,"08:00","12:00"
"1907AR387-003",-7.40892,43.67958,-8.53376,42.49772,M3,0,46,,2022-08-24 08:00:00.000,"2022-08-31",,"08:00","12:00"
"1807AR650-008",-7.58485,43.58173,-8.54488,42.67303,M2,0,15,,2022-08-08 14:00:00.000,"2022-08-14",,"08:00","12:00"
"2003AR085-009",-6.03829,43.48212,-7.19514,43.52929,M2,0,38,,2022-08-20 08:00:00.000,"2022-08-24",,"08:00","12:00"
"2105AR095-009",-7.29725,43.47372,-7.29965,43.50165,M3,0,21,,2022-08-11 14:00:00.000,"2022-08-20",,"08:00","12:00"
"2207AR077-006",-7.63858,43.64388,-8.74454,42.44489,M1,0,42,,2022-08-22 08:00:00.000,"2022-08-29",,"08:00","12:00"
"2004AR043-012",-7.10821,43.40266,-7.1064,43.49419,M2,0,32,,2022-08-17 08:00:00.000,"2022-08-25",,"08:00","12:00"
"1906AR211-004",-7.32821,43.45416,-7.48477,43.56436,M2,0,13,,2022-08-07 14:00:00.000,"2022-08-11",,"08:00","12:00"
"2106AR074-010",-7.37232,43.61206,-6.67397,43.50946,M3,0,42,,2022-08-22 08:00:00.000,"2022-08-26",,"08:00","12:00"
"1605AR135-001",-7.2282,43.49429,-7.37731,43.33005,M2,0,6,,2022-08-04 08:00:00.000,"2022-08-08",,"08:00","12:00"
"2204AR062-006",-7.08612,43.41549,-7.71983,43.5299,M0,0,12,,2022-08-07 08:00:00.000,"2022-08-15",,"08:00","12:00"
"2206AR061-005",-7.46097,43.55494,-8.30841,42.13396,M1,0,48,,2022-08-25 08:00:00.000,"2022-08-31",,"08:00","12:00"
"2206AR061-004",-7.46138,43.55456,-8.30852,42.13332,M1,0,22,,2022-08-12 08:00:00.000,"2022-08-19",,"08:00","12:00"
"2206AR019-002",-7.35574,43.46226,-8.6895,42.09371,M1,0,22,,2022-08-12 08:00:00.000,"2022-08-18",,"08:00","12:00"
"2206AR029-002",-7.3659,43.5983,-8.69658,42.05799,M1,0,46,,2022-08-24 08:00:00.000,"2022-08-28",,"08:00","12:00"
"2206AR029-001",-7.36312,43.59317,-8.73831,42.06294,M1,0,40,,2022-08-21 08:00:00.000,"2022-08-25",,"08:00","12:00"
"2107AR203-003",-7.49911,43.68352,-7.68575,43.09707,M1,0,8,,2022-08-05 08:00:00.000,"2022-08-14",,"08:00","12:00"
"2107AR083-005",-7.37929,43.42034,-6.67365,43.51328,M2,0,21,,2022-08-11 14:00:00.000,"2022-08-17",,"08:00","12:00"
"1904AR090-009",-7.15216,43.39017,-7.42247,43.23972,M1,0,16,,2022-08-09 08:00:00.000,"2022-08-16",,"08:00","12:00"
"1905AR178-001",-7.23695,43.47192,-7.54291,43.61307,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-22",,"08:00","12:00"
"1721AR062-001",-7.451,43.26699,-8.49967,42.3035,M3,0,48,,2022-08-25 08:00:00.000,"2022-08-29",,"08:00","12:00"
"2212AR095-017",-8.93958,43.00181,-8.6319,42.97837,M1,0,31,,2022-08-16 14:00:00.000,"2022-08-22",,"08:00","12:00"
"1905AR175-003",-7.22916,43.48092,-7.53824,43.60955,M2,0,8,,2022-08-05 08:00:00.000,"2022-08-14",,"08:00","12:00"
"1905AR104-001",-7.23055,43.48237,-8.49443,42.26335,M3,0,38,,2022-08-20 08:00:00.000,"2022-08-29",,"08:00","12:00"
"1905AR148-004",-7.21076,43.4151,-7.40215,43.6388,M2,0,8,,2022-08-05 08:00:00.000,"2022-08-08",,"08:00","12:00"
"1905AR129-003",-7.25873,43.51073,-7.44968,43.69115,M2,0,40,,2022-08-21 08:00:00.000,"2022-08-29",,"08:00","12:00"
"2003AR085-001",-6.02799,43.49385,-7.18661,43.52113,M2,0,47,,2022-08-24 14:00:00.000,"2022-08-27",,"08:00","12:00"
"1905AR142-001",-7.20708,43.41539,-7.42779,43.65347,M2,0,49,,2022-08-25 14:00:00.000,"2022-08-31",,"08:00","12:00"
"1905AR142-004",-7.20592,43.41476,-7.41655,43.68221,M2,0,15,,2022-08-08 14:00:00.000,"2022-08-16",,"08:00","12:00"
"2206AR025-009",-7.37349,43.6124,-7.37513,43.61233,M0,0,23,,2022-08-12 14:00:00.000,"2022-08-16",,"08:00","12:00"
"2206AR025-007",-7.37545,43.61122,-7.37482,43.61235,M0,0,13,,2022-08-07 14:00:00.000,"2022-08-12",,"08:00","12:00"
"1904AR040-007",-7.17141,43.39945,-8.04018,43.25871,M2,0,18,,2022-08-10 08:00:00.000,"2022-08-16",,"08:00","12:00"
"2112AR170-001",-8.73988,43.15288,-6.67635,43.50879,M2,0,28,,2022-08-15 08:00:00.000,"2022-08-21",,"08:00","12:00"
"2106AR020-007",-7.41426,43.48198,-7.09401,43.4213,M2,0,42,,2022-08-22 08:00:00.000,"2022-08-25",,"08:00","12:00"
"1907AR215-001",-7.43493,43.67446,-8.88169,41.98573,M3,0,17,,2022-08-09 14:00:00.000,"2022-08-15",,"08:00","12:00"
"1905AR180-002",-7.24586,43.46934,-7.51594,43.64233,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-20",,"08:00","12:00"
"1905AR204-036",-7.22253,43.43595,-7.2578,43.45665,M2,0,10,,2022-08-06 08:00:00.000,"2022-08-10",,"08:00","12:00"
"1905AR204-019",-7.22339,43.43689,-7.25276,43.39567,M2,0,8,,2022-08-05 08:00:00.000,"2022-08-08",,"08:00","12:00"
"1905AR143-001",-7.21118,43.40847,-7.44812,43.59695,M2,0,35,,2022-08-18 14:00:00.000,"2022-08-21",,"08:00","12:00"
"1907AR133-001",-7.51863,43.67722,-7.31025,43.43863,M2,0,4,,2022-08-03 08:00:00.000,"2022-08-06",,"08:00","12:00"
"2006AR001-003",-7.30321,43.44743,-7.09853,43.41714,M2,0,41,,2022-08-21 14:00:00.000,"2022-08-30",,"08:00","12:00"
"1906AR214-001",-7.32677,43.50509,-7.31438,43.25863,M2,0,7,,2022-08-04 14:00:00.000,"2022-08-12",,"08:00","12:00"
"2212AR093-003",-8.94424,42.97888,-8.73477,42.56041,M1,0,40,,2022-08-21 08:00:00.000,"2022-08-25",,"08:00","12:00"
"1905AR149-012",-7.22258,43.41616,-7.45738,43.68496,M2,0,11,,2022-08-06 14:00:00.000,"2022-08-12",,"08:00","12:00"
"2021AR065-017",-7.19615,43.21492,-7.49072,43.67326,M3,0,30,,2022-08-16 08:00:00.000,"2022-08-23",,"08:00","12:00"
"1905AR204-020",-7.22334,43.43683,-7.40821,43.29375,M2,0,38,,2022-08-20 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2109AR082-001",-7.91168,43.4099,-6.67445,43.50916,M2,0,15,,2022-08-08 14:00:00.000,"2022-08-14",,"08:00","12:00"
"1905AR204-033",-7.22269,43.4362,-7.45042,43.2979,M2,0,36,,2022-08-19 08:00:00.000,"2022-08-25",,"08:00","12:00"
"1705AR118-002",-7.10012,43.434,-8.67192,42.16159,M2,0,2,,2022-08-02 08:00:00.000,"2022-08-09",,"08:00","12:00"
"2207AR088-004",-7.66703,43.69368,-8.73317,42.44735,M1,0,24,,2022-08-13 08:00:00.000,"2022-08-17",,"08:00","12:00"
"2207AR071-003",-7.48318,43.6596,-8.48358,42.40402,M1,0,32,,2022-08-17 08:00:00.000,"2022-08-24",,"08:00","12:00"
"2207AR067-007",-7.52512,43.6682,-8.48591,42.40369,M1,0,21,,2022-08-11 14:00:00.000,"2022-08-19",,"08:00","12:00"
"2207AR088-001",-7.61392,43.57205,-8.73662,42.44426,M1,0,10,,2022-08-06 08:00:00.000,"2022-08-09",,"08:00","12:00"
"1807AR454-001",-7.50492,43.65932,-8.45153,42.36986,M2,0,36,,2022-08-19 08:00:00.000,"2022-08-22",,"08:00","12:00"
"2106AR075-001",-7.35523,43.60834,-6.14576,43.50201,M3,0,29,,2022-08-15 14:00:00.000,"2022-08-20",,"08:00","12:00"
"2012AR080-003",-8.93962,43.02084,-7.12452,43.41437,M2,0,32,,2022-08-17 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2011AR043-002",-8.59237,43.16148,-7.1092,43.42499,M2,0,30,,2022-08-16 08:00:00.000,"2022-08-25",,"08:00","12:00"
"2006AR068-001",-7.28485,43.49508,-7.15728,43.39969,M2,0,15,,2022-08-08 14:00:00.000,"2022-08-11",,"08:00","12:00"
"2007AR185-002",-7.41269,43.68022,-7.12715,43.41983,M2,0,43,,2022-08-22 14:00:00.000,"2022-08-31",,"08:00","12:00"
"2006AR112-002",-7.34567,43.60548,-9.03661,42.62038,M3,0,36,,2022-08-19 08:00:00.000,"2022-08-28",,"08:00","12:00"
"2006AR124-004",-7.27119,43.45491,-7.15395,43.40331,M2,0,28,,2022-08-15 08:00:00.000,"2022-08-19",,"08:00","12:00"
"2004AR030-001",-7.15525,43.39949,-7.45225,43.31475,M2,0,42,,2022-08-22 08:00:00.000,"2022-08-26",,"08:00","12:00"
"2004AR028-001",-7.15764,43.39368,-7.30974,43.44229,M2,0,34,,2022-08-18 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2205AR002-001",-7.07331,43.48203,-8.69244,42.09739,M1,0,18,,2022-08-10 08:00:00.000,"2022-08-15",,"08:00","12:00"
"2106AR077-001",-7.34445,43.41252,-6.14618,43.50218,M3,0,21,,2022-08-11 14:00:00.000,"2022-08-18",,"08:00","12:00"
"2107AR200-008",-7.61282,43.70953,-8.5244,42.63511,M3,0,42,,2022-08-22 08:00:00.000,"2022-08-25",,"08:00","12:00"
"2204AR014-004",-7.13457,43.41016,-6.67807,43.51414,M2,0,1,,2022-08-01 14:00:00.000,"2022-08-09",,"08:00","12:00"
"2107AR141-025",-7.56255,43.60617,-8.29142,42.18203,M3,0,46,,2022-08-24 08:00:00.000,"2022-08-29",,"08:00","12:00"
"2007AR300-001",-7.62358,43.69329,-7.12683,43.42177,M2,0,38,,2022-08-20 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2006AR126-011",-7.38539,43.4655,-7.09892,43.39886,M2,0,24,,2022-08-13 08:00:00.000,"2022-08-19",,"08:00","12:00"
"2007AR267-001",-7.44953,43.66067,-7.83556,43.47156,M3,0,44,,2022-08-23 08:00:00.000,"2022-08-28",,"08:00","12:00"
"2111AR059-001",-8.60621,43.17827,-8.7169,42.95432,M3,0,16,,2022-08-09 08:00:00.000,"2022-08-15",,"08:00","12:00"
"2107AR141-033",-7.56492,43.60682,-8.73642,42.15368,M3,0,33,,2022-08-17 14:00:00.000,"2022-08-24",,"08:00","12:00"
"1906AR161-002",-7.35306,43.61832,-7.25614,43.44953,M2,0,45,,2022-08-23 14:00:00.000,"2022-08-27",,"08:00","12:00"
"1906AR123-002",-7.27622,43.41593,-7.25788,43.45637,M2,0,21,,2022-08-11 14:00:00.000,"2022-08-14",,"08:00","12:00"
"1906AR123-001",-7.27621,43.41549,-7.2578,43.45665,M2,0,4,,2022-08-03 08:00:00.000,"2022-08-07",,"08:00","12:00"
"2006AR126-008",-7.37942,43.47566,-7.10563,43.40919,M2,0,24,,2022-08-13 08:00:00.000,"2022-08-20",,"08:00","12:00"
"2107AR141-008",-7.56222,43.60608,-8.41968,42.20631,M3,0,2,,2022-08-02 08:00:00.000,"2022-08-11",,"08:00","12:00"
"2204AR014-001",-7.13725,43.40959,-6.67699,43.50996,M2,0,7,,2022-08-04 14:00:00.000,"2022-08-08",,"08:00","12:00"
"2106AR072-001",-7.3322,43.5197,-6.6775,43.51157,M3,0,6,,2022-08-04 08:00:00.000,"2022-08-11",,"08:00","12:00"
"2006AR034-001",-7.31171,43.45038,-7.08133,43.41933,M2,0,15,,2022-08-08 14:00:00.000,"2022-08-11",,"08:00","12:00"
"2006AR001-009",-7.28174,43.45711,-7.08603,43.42019,M2,0,27,,2022-08-14 14:00:00.000,"2022-08-23",,"08:00","12:00"
"2115AR146-003",-8.53333,42.59959,-6.67656,43.50883,M2,0,40,,2022-08-21 08:00:00.000,"2022-08-30",,"08:00","12:00"
"2106AR071-009",-7.27418,43.46359,-6.68073,43.51114,M3,0,44,,2022-08-23 08:00:00.000,"2022-08-31",,"08:00","12:00"
"1906AR209-001",-7.3009,43.43551,-7.27802,43.40378,M2,0,1,,2022-08-01 14:00:00.000,"2022-08-07",,"08:00","12:00"
"2106AR071-007",-7.27361,43.46015,-6.67608,43.50838,M3,0,44,,2022-08-23 08:00:00.000,"2022-08-30",,"08:00","12:00"
"2006AR001-008",-7.28204,43.45803,-7.0855,43.41656,M2,0,0,,2022-08-01 08:00:00.000,"2022-08-04",,"08:00","12:00"
"2003AR085-006",-6.03076,43.49828,-7.19217,43.52347,M2,0,34,,2022-08-18 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2121AR004-002",-7.17732,43.18372,-6.67683,43.50879,M2,0,26,,2022-08-14 08:00:00.000,"2022-08-19",,"08:00","12:00"
"2006AR001-006",-7.31035,43.43882,-7.08601,43.41712,M2,0,8,,2022-08-05 08:00:00.000,"2022-08-12",,"08:00","12:00"
"2003AR093-001",-6.0271,43.49763,-7.17985,43.54037,M2,0,18,,2022-08-10 08:00:00.000,"2022-08-18",,"08:00","12:00"
"2107AR082-004",-7.3649,43.42397,-7.08841,43.42709,M2,0,19,,2022-08-10 14:00:00.000,"2022-08-14",,"08:00","12:00"
"1904AR009-004",-7.17005,43.40243,-8.43337,43.26807,M2,0,37,,2022-08-19 14:00:00.000,"2022-08-28",,"08:00","12:00"
"2107AR117-001",-7.41269,43.68054,-7.32833,43.40631,M3,0,40,,2022-08-21 08:00:00.000,"2022-08-29",,"08:00","12:00"
"2107AR089-003",-7.51372,43.68997,-7.43979,43.31495,M3,0,42,,2022-08-22 08:00:00.000,"2022-08-30",,"08:00","12:00"
"2003AR084-005",-6.03316,43.48936,-7.30458,43.56841,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-22",,"08:00","12:00"
"1606AR071-003",-7.25706,43.41175,-7.30231,43.49044,M2,0,26,,2022-08-14 08:00:00.000,"2022-08-21",,"08:00","12:00"
"2007AR225-001",-7.45112,43.64372,-8.81056,43.04307,M3,0,28,,2022-08-15 08:00:00.000,"2022-08-21",,"08:00","12:00"
"2005AR127-001",-7.20329,43.31366,-7.81114,43.61836,M0,0,20,,2022-08-11 08:00:00.000,"2022-08-15",,"08:00","12:00"
"1904AR123-021",-7.16804,43.40222,-7.62796,43.68085,M2,0,44,,2022-08-23 08:00:00.000,"2022-08-29",,"08:00","12:00"
"1904AR122-018",-7.10446,43.42306,-7.63026,43.68037,M2,0,35,,2022-08-18 14:00:00.000,"2022-08-23",,"08:00","12:00"
"2106AR020-003",-7.41356,43.47812,-7.08529,43.42155,M2,0,12,,2022-08-07 08:00:00.000,"2022-08-15",,"08:00","12:00"
"2107AR082-010",-7.34697,43.42065,-7.05603,43.44801,M2,0,25,,2022-08-13 14:00:00.000,"2022-08-19",,"08:00","12:00"
"2107AR057-007",-7.62012,43.53701,-7.08096,43.42114,M2,0,6,,2022-08-04 08:00:00.000,"2022-08-07",,"08:00","12:00"
"2106AR020-008",-7.41667,43.47842,-7.09479,43.42205,M2,0,13,,2022-08-07 14:00:00.000,"2022-08-15",,"08:00","12:00"
"2003AR115-003",-6.03426,43.49892,-7.23005,43.37523,M2,0,3,,2022-08-02 14:00:00.000,"2022-08-11",,"08:00","12:00"
"2003AR115-004",-6.03281,43.49851,-7.23795,43.38263,M2,0,41,,2022-08-21 14:00:00.000,"2022-08-26",,"08:00","12:00"
"2106AR013-003",-7.38224,43.47088,-7.08219,43.43662,M2,0,28,,2022-08-15 08:00:00.000,"2022-08-18",,"08:00","12:00"
"2106AR071-001",-7.26773,43.46404,-7.07953,43.44302,M3,0,19,,2022-08-10 14:00:00.000,"2022-08-14",,"08:00","12:00"
"2006AR001-010",-7.34994,43.44782,-7.08649,43.41874,M2,0,7,,2022-08-04 14:00:00.000,"2022-08-08",,"08:00","12:00"
"1906AR120-002",-7.4017,43.42571,-7.46789,43.29065,M2,0,6,,2022-08-04 08:00:00.000,"2022-08-13",,"08:00","12:00"
"1821AR061-014",-7.19697,43.21986,-8.38831,43.27855,M2,0,23,,2022-08-12 14:00:00.000,"2022-08-21",,"08:00","12:00"
"1905AR204-014",-7.22374,43.43734,-7.47526,43.54792,M2,0,25,,2022-08-13 14:00:00.000,"2022-08-22",,"08:00","12:00"
"2105AR068-002",-7.27497,43.32352,-7.46017,43.55431,M3,0,39,,2022-08-20 14:00:00.000,"2022-08-26",,"08:00","12:00"
"1907AR471-002",-7.43451,43.67459,-7.79774,43.62402,M0,0,30,,2022-08-16 08:00:00.000,"2022-08-25",,"08:00","12:00"
"2007AR134-001",-7.61367,43.51218,-7.12695,43.41894,M2,0,43,,2022-08-22 14:00:00.000,"2022-08-28",,"08:00","12:00"
"2007AR069-001",-7.40809,43.62303,-7.12668,43.41961,M2,0,2,,2022-08-02 08:00:00.000,"2022-08-09",,"08:00","12:00"
"2006AR126-003",-7.39012,43.49063,-7.11979,43.40038,M2,0,42,,2022-08-22 08:00:00.000,"2022-08-27",,"08:00","12:00"
"2005AR045-007",-7.23059,43.40596,-7.21878,43.41901,M2,0,37,,2022-08-19 14:00:00.000,"2022-08-23",,"08:00","12:00"
"1905AR204-015",-7.22368,43.43725,-7.47273,43.55025,M2,0,41,,2022-08-21 14:00:00.000,"2022-08-27",,"08:00","12:00"
"1905AR204-016",-7.22359,43.4371,-7.47689,43.55543,M2,0,23,,2022-08-12 14:00:00.000,"2022-08-17",,"08:00","12:00"
"2021AR065-003",-7.20833,43.21408,-7.38941,43.63761,M3,0,34,,2022-08-18 08:00:00.000,"2022-08-22",,"08:00","12:00"
"1904AR103-008",-7.17355,43.38967,-7.5416,43.71207,M2,0,39,,2022-08-20 14:00:00.000,"2022-08-25",,"08:00","12:00"
"1904AR103-007",-7.17035,43.39058,-7.54234,43.71098,M2,0,24,,2022-08-13 08:00:00.000,"2022-08-20",,"08:00","12:00"
"2011AR095-004",-8.5469,43.07127,-7.97088,43.65521,M3,0,31,,2022-08-16 14:00:00.000,"2022-08-22",,"08:00","12:00"
"2207AR063-004",-7.32602,43.60096,-8.57913,42.3394,M1,0,18,,2022-08-10 08:00:00.000,"2022-08-13",,"08:00","12:00"
"2006AR116-001",-7.38797,43.47692,-7.13997,43.39401,M2,0,0,,2022-08-01 08:00:00.000,"2022-08-09",,"08:00","12:00"
"2006AR079-002",-7.33669,43.51769,-7.14224,43.38904,M2,0,36,,2022-08-19 08:00:00.000,"2022-08-26",,"08:00","12:00"
"1904AR103-006",-7.17047,43.39202,-7.5403,43.71071,M2,0,4,,2022-08-03 08:00:00.000,"2022-08-12",,"08:00","12:00"
"2011AR043-004",-8.58183,43.15357,-7.1345,43.4124,M2,0,1,,2022-08-01 14:00:00.000,"2022-08-05",,"08:00","12:00"
"2006AR124-010",-7.27623,43.44824,-7.11939,43.39783,M2,0,1,,2022-08-01 14:00:00.000,"2022-08-08",,"08:00","12:00"
"2006AR124-007",-7.2712,43.45174,-7.1177,43.40019,M2,0,2,,2022-08-02 08:00:00.000,"2022-08-08",,"08:00","12:00"
"2006AR124-003",-7.26837,43.45408,-7.15376,43.40389,M2,0,4,,2022-08-03 08:00:00.000,"2022-08-11",,"08:00","12:00"
"2006AR124-002",-7.26508,43.45623,-7.1544,43.404,M2,0,36,,2022-08-19 08:00:00.000,"2022-08-24",,"08:00","12:00"
"2006AR120-001",-7.37995,43.47352,-7.15595,43.39734,M2,0,48,,2022-08-25 08:00:00.000,"2022-09-03",,"08:00","12:00"
"2204AR019-002",-7.09218,43.43559,-7.81474,43.62236,M0,0,16,,2022-08-09 08:00:00.000,"2022-08-18",,"08:00","12:00"
"2204AR019-003",-7.08035,43.41925,-7.81432,43.62255,M0,0,1,,2022-08-01 14:00:00.000,"2022-08-08",,"08:00","12:00"
"1904AR110-012",-7.11554,43.42522,-7.5387,43.70734,M2,0,32,,2022-08-17 08:00:00.000,"2022-08-23",,"08:00","12:00"
"2007AR261-001",-7.41072,43.67992,-8.12815,43.34387,M3,0,4,,2022-08-03 08:00:00.000,"2022-08-06",,"08:00","12:00"
"1706AR198-002",-7.31187,43.58839,-8.71565,42.10987,M2,0,5,,2022-08-03 14:00:00.000,"2022-08-06",,"08:00","12:00"
"1921AR043-003",-7.45883,43.29994,-7.20613,43.29088,M2,0,21,,2022-08-11 14:00:00.000,"2022-08-19",,"08:00","12:00"
"2207AR090-003",-7.53491,43.70752,-8.26931,42.67955,M1,0,11,,2022-08-06 14:00:00.000,"2022-08-10",,"08:00","12:00"
"2207AR090-005",-7.53534,43.70783,-8.26797,42.67796,M1,0,43,,2022-08-22 14:00:00.000,"2022-08-30",,"08:00","12:00"
"2004AR049-001",-7.15778,43.39281,-7.82404,43.14297,M1,0,8,,2022-08-05 08:00:00.000,"2022-08-12",,"08:00","12:00"
"2017AR070-003",-8.46879,42.2543,-7.53881,43.60938,M3,0,23,,2022-08-12 14:00:00.000,"2022-08-21",,"08:00","12:00"
"2021AR065-012",-7.20145,43.21747,-7.49898,43.65575,M3,0,34,,2022-08-18 08:00:00.000,"2022-08-24",,"08:00","12:00"
"1904AR009-006",-7.16688,43.40801,-8.12852,43.34434,M2,0,49,,2022-08-25 14:00:00.000,"2022-08-29",,"08:00","12:00"
"2112AR065-001",-9.19498,42.95153,-8.89514,43.20508,M3,0,30,,2022-08-16 08:00:00.000,"2022-08-20",,"08:00","12:00"
"2207AR075-005",-7.43868,43.61216,-8.42355,42.54386,M1,0,49,,2022-08-25 14:00:00.000,"2022-09-03",,"08:00","12:00"
"2112AR106-003",-8.85625,43.10345,-8.85529,43.10354,M3,0,19,,2022-08-10 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2112AR020-002",-8.8815,43.04459,-8.8056,42.67785,M3,0,4,,2022-08-03 08:00:00.000,"2022-08-11",,"14:00","18:00"
"2111AR064-003",-8.50027,43.22492,-9.02918,42.66878,M3,0,31,,2022-08-16 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2107AR196-001",-7.41624,43.68205,-8.65627,42.05027,M3,0,3,,2022-08-02 14:00:00.000,"2022-08-08",,"14:00","18:00"
"2107AR175-002",-7.46484,43.67169,-8.41669,42.22168,M3,0,21,,2022-08-11 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2107AR175-007",-7.46195,43.67158,-8.29571,42.13764,M3,0,48,,2022-08-25 08:00:00.000,"2022-08-29",,"14:00","18:00"
"2107AR157-001",-7.62235,43.6676,-8.57895,42.09998,M3,0,3,,2022-08-02 14:00:00.000,"2022-08-05",,"14:00","18:00"
"2107AR141-005",-7.56201,43.60823,-8.34596,42.09962,M3,0,24,,2022-08-13 08:00:00.000,"2022-08-17",,"14:00","18:00"
"2207AR087-003",-7.45734,43.64305,-8.73381,42.44371,M1,0,42,,2022-08-22 08:00:00.000,"2022-08-31",,"14:00","18:00"
"2207AR077-002",-7.62835,43.63169,-8.69849,42.60581,M1,0,37,,2022-08-19 14:00:00.000,"2022-08-22",,"14:00","18:00"
"2106AR013-002",-7.38155,43.47383,-7.11667,43.46503,M3,0,26,,2022-08-14 08:00:00.000,"2022-08-20",,"14:00","18:00"
"2005AR031-002",-7.25435,43.29521,-7.22247,43.4171,M2,0,0,,2022-08-01 08:00:00.000,"2022-08-06",,"14:00","18:00"
"1905AR080-002",-7.07316,43.52066,-7.47961,43.67423,M2,0,21,,2022-08-11 14:00:00.000,"2022-08-20",,"14:00","18:00"
"1905AR119-002",-7.28296,43.3673,-7.4789,43.67519,M2,0,14,,2022-08-08 08:00:00.000,"2022-08-14",,"14:00","18:00"
"2006AR119-001",-7.27377,43.48908,-8.96946,42.94094,M3,0,35,,2022-08-18 14:00:00.000,"2022-08-24",,"14:00","18:00"
"1905AR083-002",-7.20968,43.41747,-7.4796,43.67485,M2,0,45,,2022-08-23 14:00:00.000,"2022-08-27",,"14:00","18:00"
"1806AR230-003",-7.40131,43.50582,-8.49209,42.25933,M2,0,20,,2022-08-11 08:00:00.000,"2022-08-19",,"14:00","18:00"
"2016AR030-001",-8.56632,42.38984,-8.06042,43.64266,M3,0,13,,2022-08-07 14:00:00.000,"2022-08-16",,"14:00","18:00"
"2012AR080-009",-8.8914,43.09385,-8.06025,43.64263,M3,0,2,,2022-08-02 08:00:00.000,"2022-08-07",,"14:00","18:00"
"2017AR070-001",-8.46602,42.26016,-8.0609,43.6427,M3,0,9,,2022-08-05 14:00:00.000,"2022-08-11",,"14:00","18:00"
"2006AR112-003",-7.34604,43.60511,-8.475,42.83882,M3,0,38,,2022-08-20 08:00:00.000,"2022-08-26",,"14:00","18:00"
"2204AR014-015",-7.11247,43.41024,-7.10902,43.41585,M2,0,32,,2022-08-17 08:00:00.000,"2022-08-23",,"14:00","18:00"
"2112AR035-009",-8.97957,43.07904,-8.49825,42.84679,M3,0,39,,2022-08-20 14:00:00.000,"2022-08-26",,"14:00","18:00"
"1707AR043-001",-7.40271,43.62668,-8.78671,42.10806,M2,0,28,,2022-08-15 08:00:00.000,"2022-08-19",,"14:00","18:00"
"1905AR148-006",-7.21207,43.41538,-7.39809,43.6476,M2,0,17,,2022-08-09 14:00:00.000,"2022-08-16",,"14:00","18:00"
"1807AR650-020",-7.59398,43.59038,-8.16765,42.71246,M2,0,49,,2022-08-25 14:00:00.000,"2022-08-31",,"14:00","18:00"
"1706AR139-001",-7.30722,43.4597,-8.74644,42.06976,M2,0,43,,2022-08-22 14:00:00.000,"2022-08-26",,"14:00","18:00"
"1806AR230-001",-7.40017,43.50384,-8.78049,42.04871,M2,0,38,,2022-08-20 08:00:00.000,"2022-08-27",,"14:00","18:00"
"1806AR146-001",-7.25011,43.43723,-8.72342,42.02505,M2,0,6,,2022-08-04 08:00:00.000,"2022-08-11",,"14:00","18:00"
"2006AR115-003",-7.32434,43.44473,-8.88814,43.03047,M3,0,6,,2022-08-04 08:00:00.000,"2022-08-13",,"14:00","18:00"
"2207AR090-007",-7.5334,43.70455,-8.26654,42.67636,M1,0,3,,2022-08-02 14:00:00.000,"2022-08-11",,"14:00","18:00"
"2109AR059-004",-7.82524,43.46871,-8.71871,42.95442,M3,0,10,,2022-08-06 08:00:00.000,"2022-08-15",,"14:00","18:00"
